ORGIN_AIPORT_ID,Description,Code.y
13786,"Nykoping, Sweden: Skavsta",NYO
13787,"Nyaung-U, Burma: Bagan",NYU
13788,"Jacksonville, FL: Cecil",VQQ
13789,"Santa Ana, CA: El Toro MCAS",NZJ
13790,"South Weymouth, MA: South Weymouth NAS",NZW
13791,"San Diego, CA: North Island NAS",NZY
13792,"Redding, CA: Benton Field",O85
13793,"Orange, Australia: Orange Airport",OAG
13794,"Bagram, Afghanistan: Bagram Airport",OAI
13795,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",OAJ
13796,"Oakland, CA: Metropolitan Oakland International",OAK
13797,"Oamaru, New Zealand: Oamaru Airport",OAM
13798,"Olanchito, Honduras: El Arrayan",OAN
13799,"Oaxaca, Mexico: Xoxocotlan International",OAX
13801,"Obock, Djibouti: Obock Airport",OBC
13802,"Oberpfaffenhofen, Germany: Oberpfaffenhofen Airport",OBF
13803,"Obihiro, Japan: Obihiro Airport",OBO
13804,"Aubenas, France: Aubenas Airport",OBS
13805,"Oakland, MD: Garrett County",OBT
13806,"Kobuk, AK: Kobuk Airport",OBU
13808,"Ocean City, MD: Ocean City Municipal",OCE
13809,"Ocala, FL: Ocala International-Jim Taylor Field",OCF
13810,"Nacogdoches, TX: Nacogdoches A L Mangham Jr Regional",OCH
13811,"Oceanic, AK: Thumb Bay",OCI
13812,"Ocho Rios, Jamaica: Boscobel",OCJ
13813,"Oceanside, CA: Bob Maxwell Memorial Airfield",OCN
13814,"Washington, NC: Washington Warren",OCW
13815,"Ouadda, Central African Republic: Ouadda Airport",ODA
13816,"Cordoba, Spain: Cordoba Airport",ODB
13817,"Oodnadatta, Australia: Oodnadatta Airport",ODD
13818,"Odense, Denmark: Hans Christian Anderson",ODE
13819,"Oakland, MD: Oakland Airport",ODM
13820,"Odessa, Ukraine: Odessa International",ODS
13821,"Oak Harbor, WA: A.J. Eisenberg",ODW
13822,"Oecusse, Timor-Leste: Oecusse Airport",OEC
13823,"Oernskoeldsvik, Sweden: Ornskoldsvik",OER
13824,"Omaha, NE: Offutt AFB",OFF
13825,"Norfolk, NE: Norfolk Regional/Karl Stefan Memorial Field",OFK
13826,"Ofu, TT: Ofu Airport",OFU
13827,"Ogallala, NE: Searle Field",OGA
13828,"Orangeburg, SC: Orangeburg Municipal",OGB
13829,"Ogden, UT: Ogden-Hinckley",OGD
13830,"Kahului, HI: Kahului Airport",OGG
13831,"Yonaguni, Japan: Yonaguni Airport",OGN
13832,"Ogdensburg, NY: Ogdensburg International",OGS
13833,"Washington Court House, OH: Fayette County",OH1
13834,"Bellefontaine, OH: Bellefontaine Regional",OH2
13835,"Chillicothe, OH: Ross County",OH3
13836,"Marysville, OH: Union County",OH4
13837,"Cincinnati, OH: Cincinnati - Blue Ash",OH5
13838,"Ravenna, OH: Portage County",OH6
13839,"Kent, OH: Kent State University",OH7
13840,"Ohakea, New Zealand: Ohakea Airport",OHA
13841,"Northeast Cape, AK: Northeast Cape AFS",OHC
13842,"Ohrid, Macedonia: Ohrid Airport",OHD
13843,"Oshakati, Namibia: Oshakati Airport",OHI
13844,"Wyk Auf Fohr, Germany: Wyk Auf Foehr",OHR
13845,"Norwich, NY: Eaton",OIC
13846,"Oshima Islands, Japan: Oshima",OIM
13847,"Oita, Japan: Oita Airport",OIT
13848,"Olathe, KS: Johnson County Executive",OJC
13850,"Okinawa, Japan: Naha",OKA
13851,"Oklahoma City, OK: Will Rogers World",OKC
13852,"Sapporo, Japan: Okadama",OKD
13853,"Okayama, Japan: Okayama Airport",OKJ
13854,"Kokomo/Logansport/Peru, IN: Kokomo Municipal",OKK
13855,"Okondja, Gabon: Okondja Airport",OKN
13856,"Tokyo, Japan: Yokota AB",OKO
13857,"Yorke Island, Australia: Yorke Island Airport",OKR
13858,"Oakey, Australia: Oakey Airport",OKY
13859,"Orland, Norway: Orland Airport",OLA
13860,"Olbia, Italy: Olbia Costa Smeralda",OLB
13861,"Olean, NY: Cattaraugus County-Olean",OLE
13862,"Wolf Point, MT: L. M. Clayton",OLF
13863,"Old Harbor, AK: Old Harbor Airport",OLH
13864,"Olafsvik, Iceland: Rif",OLI
13865,"Olympia, WA: Olympia Regional",OLM
13866,"Olomouc, Czech Republic: Olomouc Airport",OLO
13867,"Olympic Dam, Australia: Olympic Dam Airport",OLP
13868,"Nogales, AZ: Nogales International",OLS
13869,"Columbus, NE: Columbus Municipal",OLU
13870,"Olive Branch, MS: Olive Branch Airport",OLV
13871,"Omaha, NE: Eppley Airfield",OMA
13872,"Omboue, Gabon: Omboue Airport",OMB
13873,"Nome, AK: Nome Airport",OME
13874,"Urmieh, Iran: Uromiyeh",OMH
13876,"Omak, WA: Omak Airport",OMK
13877,"Omkalai, Papua New Guinea: Omkalai Airport",OML
13878,"Mostar, Bosnia and Herzegovina: Mostar Airport",OMO
13879,"Oradea, Romania: Oradea Airport",OMR
13880,"Omsk, Russia: Omsk Tsentralny",OMS
13881,"Winona, MN: Winona Municipal/Max Conrad Field",ONA
13882,"Ondangwa, Namibia: Ondangwa Airport",OND
13883,"Mornington Island, Australia: Mornington Island Airport",ONG
13884,"Oneonta, NY: Oneonta Municipal",ONH
13885,"Odate Noshiro, Japan: Odate Noshiro Airport",ONJ
13886,"O'Neill, NE: The O'Neill Municipal-John L. Baker Field",ONL
13887,"Socorro, NM: Socorro Municipal",ONM
13888,"Onion Bay, AK: Onion Bay Airport",ONN
13889,"Ontario, OR: Ontario Municipal",ONO
13890,"Newport, OR: Newport Municipal",ONP
13891,"Ontario, CA: Ontario International",ONT
13892,"Colon, Panama: Enrique A Jimenez",ONX
13893,"Cobol, AK: Cobol Alaska/Scaled/",OOB
13894,"Toksook, AK: Toksook Bay",OOK
13895,"Gold Coast, Australia: Gold Coast Airport",OOL
13896,"Cooma, Australia: Cooma Airport",OOM
13898,"Miami, FL: Miami Opa Locka Executive",OPF
13899,"Ophir, AK: Ophir Airport",OPH
13900,"Porto, Portugal: Porto Airport",OPO
13901,"McDonald Lake, AK: McDonald Lake Airport",OQA
13902,"Bible Camp, AK: Bible Camp Airport",OQB
13903,"Cinder River Lodge, AK: Cinder River Lodge Airport",OQC
13905,"Lemesurier Island, AK: Lemesurier Island Airport",OQF
13906,"Tracy Arm, AK: Tracy Arm Airport",OQG
13908,"Vrems, AK: Vrems Airport",OQI
13909,"Akolik, AK: Akolik Airport",OQK
13910,"Mels, AK: Mels Airport",OQL
13911,"Meshik, AK: Meshik Airport",OQM
13912,"Telaquana Lake, AK: Telaquana Lake Airport",OQN
13913,"Chelatna Lake Lodge, AK: Chelatna Lake Lodge Airport",OQO
13914,"Pumice, AK: Pumice Airport",OQP
13915,"Port Alsworth, AK: Points Alsworth",OQQ
13916,"Twin Lakes, AK: Twin Lakes Airport",OQR
13917,"Sandy, AK: Sandy Airport",OQS
13919,"Waterkloof, South Africa: Waterkloof AFB",OQU
13920,"Shirleyville, AK: Shirleyville Airport",OQV
13921,"Doug Carney Strip, AK: Doug Carney Strip Airport",OQW
13922,"Shisholik, AK: Shisholik Airport",OQX
13923,"Sivinuvik, AK: Camp Sivinuvik",OQY
13924,"American Creek, AK: American Creek Airport",OQZ
13925,"Grants Pass, OR: Grants Pass Airport",OR1
13926,"Gleneden, OR: Siletz Bay State",OR2
13927,"Florence, OR: Florence Municipal",OR3
13928,"Orebro, Sweden: Orebro Airport",ORB
13929,"Orocue, Colombia: Orocue Airport",ORC
13930,"Chicago, IL: Chicago O'Hare International",ORD
13931,"Norfolk, VA: Norfolk International",ORF
13932,"Paramaribo, Suriname: Zorg en Hoop",ORG
13933,"Worcester, MA: Worcester Regional",ORH
13934,"Port Lions, AK: Port Lions Airport",ORI
13935,"Cork, Ireland: Cork Airport",ORK
13936,"Orlando, FL: Executive",ORL
13937,"Oran, Algeria: Ahmed Benbella",ORN
13939,"Orapa, Botswana: Orapa Airport",ORP
13940,"Northway, AK: Northway Airport",ORT
13941,"Oruro, Bolivia: Juan Mendoza",ORU
13942,"Noorvik, AK: Robert/Bob/Curtis Memorial",ORV
13943,"Paris, France: Paris Orly",ORY
13944,"Orange Walk, Belize: Orange Walk Airport",ORZ
13945,"Osaka, Japan: Osaka Metropolitan Area",OSA
13946,"Osage Beach, MO: Grand Glaize - Osage Beach",OSB
13947,"Oscoda, MI: Oscoda-Wurtsmith",OSC
13948,"Ostersund, Sweden: Are Ostersund",OSD
13949,"Oshkosh, WI: Wittman Regional",OSH
13950,"Osijek, Croatia: Osijek Airport",OSI
13951,"Oskarshamn, Sweden: Oskarshamn Airport",OSK
13952,"Oslo, Norway: Gardermoen",GEN
13952,"Oslo, Norway: Gardermoen",OSL
13953,"Mosul, Iraq: Mosul International",OSM
13954,"Osan, South Korea: Osan AB",OSN
13955,"Slupsk, Poland: Redzikowo",OSP
13956,"Ostrava, Czech Republic: Mosnov",OSR
13957,"Ostend, Belgium: Oostende",OST
13958,"Columbus, OH: Ohio State University",OSU
13959,"Kosciusko, MS: Kosciusko/Attala County",OSX
13960,"Namsos, Norway: Namsos Airport",OSY
13961,"Koszalin, Poland: Zegrze Pomorskie",OSZ
13962,"Contadora, Panama: Raul Arias Espinoza",OTD
13963,"Worthington, MN: Worthington Municipal",OTG
13964,"North Bend/Coos Bay, OR: Southwest Oregon Regional",OTH
13965,"Ottumwa, IA: Ottumwa Regional",OTM
13966,"Bucharest, Romania: Henri Coanda",OTP
13967,"Coto 47, Costa Rica: Coto 47 Airport",OTR
13968,"Anacortes, WA: Anacortes Airport",OTS
13969,"Otu, Colombia: Otu Airport",OTU
13970,"Kotzebue, AK: Ralph Wien Memorial",OTZ
13971,"Ouagadougou, Burkina Faso: Ouagadougou Airport",OUA
13972,"Oujda, Morocco: Angads International",OUD
13973,"Ouesso, Congo (Brazaville): Ouesso Airport",OUE
13974,"Oudtshoorn, South Africa: Oudtshoorn Airport",OUH
13975,"Oulu, Finland: Oulu Airport",OUL
13976,"Norman, OK: University of Oklahoma/Max Westheimer",OUN
13977,"Batouri, Cameroon: Batouri Airport",OUR
13978,"Bekily, Madagascar: Bekily Airport",OVA
13979,"Novosibirsk, Russia: Tolmachevo",OVB
13980,"Asturias, Spain: Asturias Airport",OVD
13981,"Oroville, CA: Oroville Municipal",OVE
13982,"Owatonna, MN: Owatonna Degner Regional",OWA
13983,"Owensboro, KY: Owensboro Daviess County Regional",OWB
13984,"Norwood, MA: Norwood Memorial",OWD
13986,"Bissau, Guinea-Bissau: Osvaldo Vieira",OXB
13987,"Waterbury, CT: Waterbury Oxford",OXC
13988,"Oxnard/Ventura, CA: Oxnard",OXR
13989,"Knoxville, IA: Knoxville Municipal",OXV
13990,"Goya, Argentina: Goya Airport",OYA
13991,"Oyem, Gabon: Oyem Airport",OYE
13992,"Oiapoque, Brazil: Oiapoque Airport",OYK
13993,"Tres Arroyos, Argentina: Tres Arroyos Airport",OYO
13994,"Yosemite National Park, CA: Yosemite National Park Airport",OYS
13995,"Ozona, TX: Ozona Municipal",OZA
13996,"Ozamis City, Philippines: Misamis",OZC
13997,"Zaporozhye, Ukraine: Zaporizhzhia International",OZH
13998,"Moron, Spain: Moron AB",OZP
13999,"Ozark, AL: Cairns AAF",OZR
14000,"Montrose, PA: Husky Haven",PA1
14001,"Bedford, PA: Bedford County",PA2
14002,"Pa-An, Burma: Hpa An",PAA
14003,"Paderborn, Germany: Paderborn/Lippstadt",PAD
14004,"Everett, WA: Snohomish County",PAE
14005,"Pagadian, Philippines: Pagadian Airport",PAG
14006,"Paducah, KY: Barkley Regional",PAH
14007,"Hanapepe, HI: Port Allen",PAK
14009,"Panama City, FL: Tyndall AFB",PAM
14010,"Pattani, Thailand: Pattani Airport",PAN
14011,"Palo Alto, CA: Palo Alto Airport",PAO
14012,"Port-au-Prince, Haiti: Port Au Prince International",PAP
14013,"Palmer, AK: Warren Bud Woods Palmer Municipal",PAQ
14014,"Paris, France: Paris Metropolitan Area",PAR
14015,"Paros, Greece: Paros Airport",PAS
14016,"Patna, India: Jai Prakash Narayan International Patna",PAT
14017,"Paulo Alfonso, Brazil: Paulo Afonso",PAV
14018,"Port-de-Paix, Haiti: Port-de-Paix Airport",PAX
14019,"Pamol, Malaysia: Tungud/Pamol",PAY
14020,"Poza Rica, Mexico: Tajin",PAZ
14021,"Point Barrow, AK: Point Barrow LRRS",PBA
14022,"Puebla, Mexico: Hermanos Serdan International",PBC
14023,"Porbandar, India: Porbandar Airport",PBD
14024,"Pine Bluff, AR: Pine Bluff Regional Airport Grider Field",PBF
14025,"Plattsburgh, NY: Plattsburgh International",PBG
14026,"Paro, Bhutan: Paro International",PBH
14027,"West Palm Beach/Palm Beach, FL: Palm Beach International",PBI
14028,"Pack Creek, AK: Pack Creek Airport",PBK
14029,"Puerto Cabello, Venezuela: General Bartolome Salom",PBL
14030,"Zanderij, Suriname: Johan A. Pengel International",PBM
14031,"Porto Amboim, Angola: Porto Amboim Airport",PBN
14032,"Paraburdoo, Australia: Paraburdoo Airport",PBO
14033,"Puerto Barrios, Guatemala: Puerto Barrios Airport",PBR
14034,"Pikeville, KY: Pike County Hatcher Field",PBX
14036,"Plettenberg Bay, South Africa: Plettenberg Bay Airport",PBZ
14037,"Portage Creek, AK: Portage Creek Airport",PCA
14038,"Puerto Rico, Colombia: Puerto Rico Airport",PCC
14039,"Prairie Du Chien, WI: Prairie Du Chien Municipal",PCD
14040,"Painter Creek, AK: Painter Creek Airport",PCE
14041,"Paso Caballos, Guatemala: Paso Caballos Airport",PCG
14042,"Porcupine Creek, AK: Porcupine Creek Airport",PCK
14043,"Pucallpa, Peru: Captain FAP David Abensur Rengifo International",PCL
14044,"Princeton, NJ: Princeton Airport",PCT
14045,"Puerto Inirida, Colombia: Puerto Inirida Airport",PDA
14046,"Pedro Bay, AK: Pedro Bay Airport",PDB
14047,"Mueo, New Caledonia: Mueo Nickel",PDC
14048,"Padang, Indonesia: Tabing",PDG
14050,"Atlanta, GA: Dekalb Peachtree",PDK
14051,"Ponta Delgada, Portugal: Ponta Delgada Airport",PDL
14052,"Maldonado, Uruguay: Capitan Corbeta C. A. Curbelo International",PDP
14053,"Piedras Negras, Mexico: Piedras Negras International",PDS
14054,"Pendleton, OR: Eastern Oregon Regional at Pendleton",PDT
14055,"Paysandu, Uruguay: Tydeo Larre Borges International",PDU
14056,"Plovdiv, Bulgaria: Plovdiv Airport",PDV
14057,"Portland, OR: Portland International",PDX
14058,"Pedernales, Venezuela: Pedernales Airport",PDZ
14059,"Las Malvinas, Peru: Las Malvinas Airport",PE1
14060,"Puerto Jose, Peru: Andoas",PE2
14061,"Penneshaw, Australia: Penneshaw Airport",PEA
14062,"Pelican, AK: Pelican Seaplane Base",PEC
14063,"Perm, Russia: Bolshoe Savino",PEE
14064,"Perugia, Italy: Perugia S Francesco",PEG
14065,"Pereira, Colombia: Matecana",PEI
14066,"Beijing, China: Capital International",PEK
14067,"Puerto Maldonado, Peru: Padre Aldamiz",PEM
14068,"Bayan Lepas, Malaysia: Penang International",PEN
14069,"Progreso, Honduras: Progreso Airport",PEO
14070,"Pecos City, TX: Pecos Municipal",PEQ
14071,"Perth, Australia: Perth International",PER
14072,"Pelotas, Brazil: Pelotas International",PET
14073,"Puerto Lempira, Honduras: Puerto Lempira Airport",PEU
14074,"Peshawar, Pakistan: Bacha Khan International",PEW
14075,"Paf Warren, AK: Paf Warren Airport",PFA
14076,"Passo Fundo, Brazil: Passo Fundo Airport",PFB
14077,"Port Frederick, AK: Port Frederick Airport",PFD
14077,"Port Frederick, AK: Port Frederick Airport",POD
14078,"Panama City, FL: Bay County",PFN
14079,"Pafos, Cyprus: Pafos International",PFO
14080,"Ilebo, Congo (Kinshasa): Ilebo Airport",PFR
14081,"Page, AZ: Page Municipal",PGA
14082,"Punta Gorda, FL: Punta Gorda Airport",PGD
14083,"Perpignan, France: Perpignan Rivesaltes",PGF
14084,"Pantnagar, India: Pantnagar Airport",PGH
14085,"Chitato, Angola: Chitato Airport",PGI
14086,"Pangkalpinang, Indonesia: Depati Amir",PGK
14087,"Pascagoula, MS: Jackson County",PGL
14088,"Port Graham, AK: Port Graham Airport",PGM
14089,"Pagosa Springs, CO: Stevens Field",PGO
14091,"Peach Springs, AZ: Peach Springs Dirt Strip",PGS
14092,"Greenville, NC: Pitt Greenville",PGV
14093,"Phan Rang, Vietnam: Phan Rang Airport",PHA
14094,"Parnaiba, Brazil: Parnaiba Airport",PHB
14095,"Port Harcourt, Nigeria: Port Harcourt Airport",PHC
14096,"New Philadelphia, OH: Harry Clever Field",PHD
14097,"Port Hedland, Australia: Port Hedland International",PHE
14098,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",PHF
14099,"Pinheiro, Brazil: Pinheiro Airport",PHI
14100,"Philadelphia, PA: Philadelphia International",PHL
14101,"Port Huron, MI: St. Clair County International",PHN
14102,"Point Hope, AK: Point Hope Airport",PHO
14103,"Pacific Harbour, Fiji: Nanuku Resort",PHR
14104,"Phitsanulok, Thailand: Phitsanulok Airport",PHS
14105,"Paris, TN: Henry County",PHT
14106,"Phalaborwa, South Africa: Kruger Park Gateway",PHW
14107,"Phoenix, AZ: Phoenix Sky Harbor International",PHX
14108,"Peoria, IL: General Downing - Peoria International",PIA
14109,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",PIB
14110,"Pine Cay, Turks and Caicos Islands: Pine Cay British West Indies",PIC
14111,"Nassau/Paradise Island, The Bahamas: Nassau-Paradise Island",PID
14112,"St. Petersburg, FL: St Pete Clearwater International",PIE
14113,"Pocatello, ID: Pocatello Regional",PIH
14114,"Fairbanks, AK: Phillips Field",PII
14115,"Glasgow/Prestwick, United Kingdom: Prestwick",PIK
14116,"Pine Mountain, GA: Harris County",PIM
14117,"Parintins, Brazil: Parintins Airport",PIN
14118,"Pisco, Peru: Pisco International",PIO
14119,"Pilot Point, AK: Pilot Point Airport",PIP
14120,"Pierre, SD: Pierre Regional",PIR
14121,"Poitiers, France: Poitiers Biard",PIS
14122,"Pittsburgh, PA: Pittsburgh International",PIT
14123,"Piura, Peru: Capitan FAP Guillermo Concha Iberico",PIU
14124,"Pico Island, Portugal: Pico",PIX
14125,"Point Lay, AK: Point Lay LRRS",PIZ
14126,"Payson, AZ: Payson Airport",PJB
14127,"Panjgur, Pakistan: Panjgur Airport",PJG
14128,"Puerto Jimenez, Costa Rica: Puerto Jimenez Airport",PJM
14129,"Port San Juan, AK: Port San Juan Airport",PJS
14130,"Napaskiak, AK: Napaskiak Airport",PKA
14131,"Parkersburg, WV: Mid-Ohio Valley Regional",PKB
14132,"Petropavlovsk-Kamchatsky, Russia: Yelizovo",PKC
14133,"Park Rapids, MN: Park Rapids Municipal-Konshok Field",PKD
14134,"Parkes, Australia: Parkes Airport",PKE
14135,"Porto-Kheli, Greece: Porto Heli",PKH
14136,"Pakokku, Burma: Pakhokku",PKK
14138,"Pokhara, Nepal: Pokhara Airport",PKR
14139,"Pekanbaru, Indonesia: Simpang Tiga",PKU
14140,"Selebi-Phikwe, Botswana: Selebi-Phikwe Airport",PKW
14141,"Pakse, Laos: Pakse International",PKZ
14142,"Planadas, Colombia: Planadas Airport",PLA
14143,"Plattsburgh, NY: Clinton County",PLB
14144,"Planeta Rica, Colombia: Planeta Rica Airport",PLC
14145,"Plymouth, United Kingdom: Plymouth Airport",PLH
14147,"Point Lookout, MO: M Graham Clark Downtown",PLK
14148,"Ponta Pelada, Brazil: Ponta Pelada Airport",PLL
14149,"Palembang, Indonesia: Sultan Mahmud Badaruddin II",PLM
14150,"Pellston, MI: Pellston Regional Airport of Emmet County",PLN
14151,"Port Lincoln, Australia: Port Lincoln Airport",PLO
14152,"Palanga, Lithuania: Palanga International",PLQ
14153,"Providenciales, Turks and Caicos Islands: Providenciales International",PLS
14154,"Plato, Colombia: Plato Airport",PLT
14155,"Belo Horizonte, Brazil: Pampulha Carlos Drummond de Andrade",PLU
14156,"Palu, Indonesia: Palu Celebes-Mutiara Indon.",PLW
14157,"Plymouth, IN: Plymouth Municipal",PLY
14158,"Port Elizabeth, South Africa: Port Elizabeth International",PLZ
14159,"Pemba Island, Tanzania: Pemba",PMA
14160,"Pembina, ND: Pembina Municipal",PMB
14161,"Puerto Montt, Chile: El Tepual International",PMC
14162,"Palmdale, CA: Palmdale USAF Plant 42",PMD
14163,"Parma, Italy: Parma Airport",PMF
14164,"Ponta Pora, Brazil: Ponta Pora International",PMG
14165,"Portsmouth, OH: Greater Portsmouth Regional",PMH
14166,"Palma Mallorca, Spain: Palma de Mallorca",PMI
14167,"Port Moller, AK: Port Moller Airport",PML
14168,"Palermo, Italy: Palermo Airport",PMO
14169,"Pimaga, Papua New Guinea: Pimaga Airport",PMP
14170,"Perito Moreno, Argentina: Perito Moreno Airport",PMQ
14171,"Palmerston, New Zealand: Palmerston North",PMR
14172,"Palmyra, Syria: Palmyra Airport",PMS
14173,"Paimiut, AK: Paimiut Airport",PMU
14174,"Porlamar, Venezuela: General Santiago Marino International",PMV
14175,"Palmas, Brazil: Palmas Airport",PMW
14176,"El Tehuelche, Argentina: Puerto Madryn",PMY
14177,"Palmar, Costa Rica: Palmar Sur",PMZ
14178,"Pamplona, Spain: Pamplona Airport",PNA
14179,"Porto Nacional, Brazil: Porto Nacional Airport",PNB
14180,"Ponca City, OK: Ponca City Regional",PNC
14181,"Punta Gorda, Belize: Punta Gorda Airport",PND
14182,"Philadelphia, PA: Northeast Philadelphia",PNE
14183,"Peterson's Point, AK: Peterson's Point Airport",PNF
14184,"Paranagua, Brazil: Paranagua Airport",PNG
14185,"Phnom Penh, Cambodia: Phnom Penh International",PNH
14186,"Pohnpei, Federated States of Micronesia: Pohnpei International",PNI
14187,"Pontianak, Indonesia: Supadio",PNK
14188,"Pantelleria, Italy: Pantelleria Airport",PNL
14189,"Pinotepa, Mexico: Pinotepa Nacional",PNO
14190,"Popondetta, Papua New Guinea: Girua",PNP
14191,"Pune, India: Pune Airport",PNQ
14192,"Pointe Noire, Congo (Brazaville): Antonio Agostinho Neto",PNR
14193,"Pensacola, FL: Pensacola International",PNS
14194,"Sherman-Denison, TX: Sherman-Denison Airport",PNX
14195,"Petrolina, Brazil: Petrolina Airport",PNZ
14196,"Porto Alegre, Brazil: Salgado Filho",POA
14197,"Fayetteville, NC: Pope AAF",POB
14198,"La Verne, CA: Brackett Field",POC
14199,"Port Frederick, AK: Port Frederick Airport",PFD
14199,"Port Frederick, AK: Port Frederick Airport",POD
14200,"Fort Polk, LA: Polk AAF",POE
14201,"Poplar Bluff, MO: Hayes Field",POF
14202,"Port Gentil, Gabon: Port Gentil Airport",POG
14203,"Pocahontas, IA: Pocahontas Municipal",POH
14204,"Potosi, Bolivia: Capitan Nicolas Rojas",POI
14205,"Pemba, Mozambique: Pemba Airport",POL
14206,"Port Moresby, Papua New Guinea: Port Moresby International",POM
14207,"Puerto Plata, Dominican Republic: Gregorio Luperon International",POP
14208,"Polk Inlet, AK: Polk Inlet Airport",POQ
14209,"Pori, Finland: Pori Airport",POR
14210,"Port of Spain, Trinidad and Tobago: Piarco",POS
14211,"Port Antonio, Jamaica: Ken Jones",POT
14212,"Poughkeepsie, NY: Hudson Valley Regional",POU
14213,"Portoroz, Slovenia: Portoroz Airport",POW
14214,"Pontoise, France: Pontoise Cormeilles en Vexin",POX
